56	56	57	1	0.088379994	0.097217992	9.13481E-05	0.088379994	0.097217992	9.13481E-05	471	1
57	57	58	1	0.066190004	0.072809003	6.84129E-05	0.066190004	0.072809003	6.84129E-05	471	1
58	58	59	1	0.039328203	0.030740401	2.47143E-05	0.039328203	0.030740401	2.47143E-05	319	1
59	59	60	1	0.029141001	0.023844	1.96696E-05	0.029141001	0.023844	1.96696E-05	319	1
60	60	61	1	0.04191	0.046101	4.33175E-05	0.04191	0.046101	4.33175E-05	471	1
61	61	62	1	0.062667802	0.037153602	2.43173E-05	0.062667802	0.037153602	2.43173E-05	319	1
62	62	63	1	0.024775	0.022283999	1.92838E-05	0.024775	0.022283999	1.92838E-05	319	1
63	63	64	1	0.045470003	0.050017003	4.69971E-05	0.045470003	0.050017003	4.69971E-05	471	1
64	63	65	1	0.072244801	0.043298598	2.86375E-05	0.072244801	0.043298598	2.86375E-05	319	1
65	63	66	1	0.043054	0.025497999	1.66775E-05	0.043054	0.025497999	1.66775E-05	319	1
66	62	67	1	0.119287804	0.0751132	7.05907E-05	0.119287804	0.0751132	7.05907E-05	277	1
67	67	68	1	0.056189999	0.061808996	5.80771E-05	0.056189999	0.061808996	5.80771E-05	471	1
68	68	69	1	0.088257	0.043079797	4.00853E-05	0.088257	0.043079797	4.00853E-05	183	1
69	67	70	1	0.050760001	0.055835999	5.24647E-05	0.050760001	0.055835999	5.24647E-05	471	1
70	70	71	1	0.154349998	0.169784993	0.000159534	0.154349998	0.169784993	0.000159534	471	1
71	71	72	1	0.097720005	0.107492	0.000101002	0.097720005	0.107492	0.000101002	471	1
72	72	73	1	0.479568005	0.284016013	0.000185766	0.479568005	0.284016013	0.000185766	319	1
73	73	74	1	0.268624008	0.159088001	0.000104055	0.268624008	0.159088001	0.000104055	319	1
74	74	75	1	0.090640001	0.053679999	3.51104E-05	0.090640001	0.053679999	3.51104E-05	319	1
75	75	76	1	0.111969605	0.061358798	7.28837E-05	0.111969605	0.061358798	7.28837E-05	277	1
76	75	77	1	0.032850001	0.036134999	3.39532E-05	0.032850001	0.036134999	3.39532E-05	471	1
77	77	78	1	0.110804208	0.070339404	0.000070698	0.110804208	0.070339404	0.000070698	277	1
78	78	79	1	0.097110614	0.0613878	7.03119E-05	0.097110614	0.0613878	7.03119E-05	277	1
79	79	80	1	0.335922718	0.212464094	0.000005292	0.335922718	0.212464094	0.000005292	210	1
80	80	81	1	0.509397268	0.322388411	6.1292E-06	0.509397268	0.322388411	6.1292E-06	210	1
81	81	82	1	0.252518028	0.159998804	1.3333E-06	0.252518028	0.159998804	1.3333E-06	210	1
